,productname,price,processor,RAM,os,display,rating
400,ASUS TUF Gaming F15 Intel Core i5 10th Gen 10300H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,"₹1,05,990",Not Available,Not Available,Not Available,Not Available,4.3
401,HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,"₹47,990",Not Available,Not Available,Not Available,Not Available,3.9
402,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹31,990",Not Available,Not Available,Not Available,Not Available,4.3
403,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,3.8
404,MSI Claw A1M AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/Intel Integrated Arc Grap...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.2
405,MSI Claw A1M AI PC Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Arc Gr...,"₹46,990",Not Available,Not Available,Not Available,Not Available,3.7
406,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹41,990",Not Available,Not Available,Not Available,Not Available,4.5
407,HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.2
408,Lenovo Lenovo V15 G3 IAP Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) 82TTA073IN ...,"₹73,990",Not Available,Not Available,Not Available,Not Available,4.3
409,DELL Vostro 3520 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3520 Thin and...,"₹36,441",Not Available,Not Available,Not Available,Not Available,4
410,DELL Vostro 3520 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3520 Thin an...,"₹37,300",Not Available,Not Available,Not Available,Not Available,4.2
411,ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ527WS|X150...,"₹25,590",Not Available,Not Available,Not Available,Not Available,4.2
412,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹83,990",Not Available,Not Available,Not Available,Not Available,4.7
413,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.3
414,"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...","₹99,990",Not Available,Not Available,Not Available,Not Available,4.2
415,ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ342WS Thi...,"₹41,990",Not Available,Not Available,Not Available,Not Available,4.7
416,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹31,490",Not Available,Not Available,Not Available,Not Available,4.2
417,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.3
418,Lenovo Lenovo V15 G3 IAP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 82TTA07RIH ...,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.3
419,Apple MacBook Air Apple M3 - (8 GB/512 GB SSD/macOS Sonoma) MRYT3HN/A,"₹36,441",Not Available,Not Available,Not Available,Not Available,4.1
420,"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...","₹37,300",Not Available,Not Available,Not Available,Not Available,4.3
421,Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,"₹83,990",Not Available,Not Available,Not Available,Not Available,4.5
422,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹27,480",Not Available,Not Available,Not Available,Not Available,4.2
423,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.2
424,Acer Aspire 3 Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) A324-51 Thin and Light L...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.7
425,Acer Aspire 3 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light...,"₹86,990",Not Available,Not Available,Not Available,Not Available,3.7
426,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹31,990",Not Available,Not Available,Not Available,Not Available,4.5
427,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.3
428,Lenovo Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) G3 IAP Thin and Light Laptop,"₹73,990",Not Available,Not Available,Not Available,Not Available,4.3
429,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ132WS | ...,"₹14,990",Not Available,Not Available,Not Available,Not Available,4
430,HP 255 G10 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 250 G10 Thin and Lig...,"₹38,190",Not Available,Not Available,Not Available,Not Available,4.2
431,Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY43HN/A,"₹82,990",Not Available,Not Available,Not Available,Not Available,4.5
432,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹24,990",Not Available,Not Available,Not Available,Not Available,4.2
433,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,4.7
434,Acer Aspire 3 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light...,"₹43,990",Not Available,Not Available,Not Available,Not Available,4.2
435,HP 15s AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0026AU Thin and Light Lapt...,"₹19,990",Not Available,Not Available,Not Available,Not Available,4.1
436,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹75,990",Not Available,Not Available,Not Available,Not Available,4.2
437,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.7
438,Lenovo Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) G3 IAP Thin and Light Laptop,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.2
439,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ132WS | ...,"₹31,990",Not Available,Not Available,Not Available,Not Available,4.7
440,Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY43HN/A,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.3
441,Lenovo V15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) V15 G4 AMN 1 Thin and Light...,"₹42,549",Not Available,Not Available,Not Available,Not Available,4.1
442,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹95,990",Not Available,Not Available,Not Available,Not Available,4.2
443,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.7
444,Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLXX3HN/A,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.2
445,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Th...,"₹46,990",Not Available,Not Available,Not Available,Not Available,4.3
446,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹1,74,900",Not Available,Not Available,Not Available,Not Available,3.9
447,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.7
448,Primebook S Wifi MediaTek MT8183 - (4 GB/128 GB EMMC Storage/Prime OS) PB S Wifi Thin and Light Laptop,"₹41,000",Not Available,Not Available,Not Available,Not Available,3.7
449,Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and...,"₹45,799",Not Available,Not Available,Not Available,Not Available,4.5
450,Apple MacBook AIR Apple M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7U4HN/A,"₹32,990",Not Available,Not Available,Not Available,Not Available,4.3
451,Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹28,990",Not Available,Not Available,Not Available,Not Available,3.8
452,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹22,990",Not Available,Not Available,Not Available,Not Available,4.2
453,HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.7
454,Acer Aspire 3 Intel Celeron Dual Core - (8 GB/512 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,"₹73,990",Not Available,Not Available,Not Available,Not Available,4
455,Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,"₹53,990",Not Available,Not Available,Not Available,Not Available,4.2
456,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹37,990",Not Available,Not Available,Not Available,Not Available,4.3
457,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,4.1
458,ASUS X1504ZA Intel Core i3 12th Gen 12th Gen Intel Core i3-1215U - (8 GB/512 GB SSD/Windows 11 Home) X...,"₹43,990",Not Available,Not Available,Not Available,Not Available,4.2
459,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0413 ...,"₹74,990",Not Available,Not Available,Not Available,Not Available,4.3
460,ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS|X150...,"₹49,990",Not Available,Not Available,Not Available,Not Available,4.1
461,Apple MacBook Air Apple M3 - (8 GB/256 GB SSD/macOS Sonoma) MRYR3HN/A,"₹37,990",Not Available,Not Available,Not Available,Not Available,3.9
462,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹74,990",Not Available,Not Available,Not Available,Not Available,4.7
463,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.3
464,Acer Swift Go 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) SFG14-41 Thin and Li...,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.3
465,Apple MacBook Air Apple M3 - (16 GB/1 TB SSD/macOS Sonoma) MXCR3HN/A,"₹49,990",Not Available,Not Available,Not Available,Not Available,4
466,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹46,990",Not Available,Not Available,Not Available,Not Available,4.3
467,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.3
468,ASUS Vivobook 15 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ524WS Thin...,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.3
469,ASUS ExpertBook B14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) B1402CBA-NK1494WS...,"₹1,22,990",Not Available,Not Available,Not Available,Not Available,4
470,Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (16 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light ...,"₹26,890",Not Available,Not Available,Not Available,Not Available,4.3
471,Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A324-45 Thin and Light...,"₹36,990",Not Available,Not Available,Not Available,Not Available,3.7
472,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹44,990",Not Available,Not Available,Not Available,Not Available,4.5
473,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.3
474,Acer Swift Go 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) SFG14-41 Thin and Ligh...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.2
475,ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ323WS Thin...,"₹1,05,990",Not Available,Not Available,Not Available,Not Available,4
476,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹82,990",Not Available,Not Available,Not Available,Not Available,4.2
477,HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4
478,HP Victus AI Powered AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,"₹73,990",Not Available,Not Available,Not Available,Not Available,3.7
479,"Acer Aspire Lite with Backlit Keyboard, Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Ho...","₹1,34,900",Not Available,Not Available,Not Available,Not Available,4
480,ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ323WS Thin...,"₹98,990",Not Available,Not Available,Not Available,Not Available,4.1
481,HP Victus AI Powered AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,"₹51,590",Not Available,Not Available,Not Available,Not Available,4.1
482,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹48,990",Not Available,Not Available,Not Available,Not Available,4.2
483,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,4.7
484,"Acer Aspire Lite with Backlit Keyboard, Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Ho...","₹43,990",Not Available,Not Available,Not Available,Not Available,4.7
485,Acer Aspire Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and Light...,"₹38,990",Not Available,Not Available,Not Available,Not Available,4.7
486,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹45,990",Not Available,Not Available,Not Available,Not Available,4.3
487,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,4.7
488,Apple Apple M3 - (16 GB/256 GB SSD/macOS Sequoia) MC9F4HN/A,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.7
489,Lenovo V15 AMD Ryzen 3 Quad Core 7th Gen 7320U - (8 GB/512 GB SSD/Windows 11 Home/1 GB Graphics) V15 G...,"₹43,990",Not Available,Not Available,Not Available,Not Available,4.3
490,Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light...,"₹34,990",Not Available,Not Available,Not Available,Not Available,4.3
491,"Acer Aspire 3 with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/1 TB SSD/Windows 11 Home) A...","₹40,990",Not Available,Not Available,Not Available,Not Available,4.3
492,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹33,490",Not Available,Not Available,Not Available,Not Available,4.1
493,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.1
494,Apple Apple M3 - (16 GB/256 GB SSD/macOS Sequoia) MC8J4HN/A,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.3
495,Apple MacBook AIR Apple M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7X4HN/A,"₹44,990",Not Available,Not Available,Not Available,Not Available,4.5
496,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹53,990",Not Available,Not Available,Not Available,Not Available,4.1
497,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹53,990",Not Available,Not Available,Not Available,Not Available,4.3
498,Apple MacBook Air Apple M3 - (16 GB/512 GB SSD/macOS Sonoma) MXCV3HN/A,"₹40,990",Not Available,Not Available,Not Available,Not Available,4
499,Apple MacBook Air Apple M3 - (8 GB/512 GB SSD/macOS Sonoma) MRXW3HN/A,"₹13,990",Not Available,Not Available,Not Available,Not Available,4.2
500,Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin an...,"₹44,990",Not Available,Not Available,Not Available,Not Available,4.7
501,MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹44,990",Not Available,Not Available,Not Available,Not Available,4
502,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹44,990",Not Available,Not Available,Not Available,Not Available,3.8
503,HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,"₹73,990",Not Available,Not Available,Not Available,Not Available,4.3
504,Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin an...,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.2
505,"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Ho...","₹82,990",Not Available,Not Available,Not Available,Not Available,3.7
506,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹71,490",Not Available,Not Available,Not Available,Not Available,4
507,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹43,990",Not Available,Not Available,Not Available,Not Available,4.3
508,Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.2
509,DELL 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3535 Thin and Light L...,"₹31,499",Not Available,Not Available,Not Available,Not Available,4.3
510,Acer Aspire Lite AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Lig...,"₹34,990",Not Available,Not Available,Not Available,Not Available,4.2
511,HP AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 14-em0025AU Thin and Light Laptop,"₹34,499",Not Available,Not Available,Not Available,Not Available,4.7
512,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹44,990",Not Available,Not Available,Not Available,Not Available,3.8
513,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.2
514,DELL Vostro 3520 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3520 Thin and...,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.3
515,MSI Thin 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹44,990",Not Available,Not Available,Not Available,Not Available,4
516,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"₹37,280",Not Available,Not Available,Not Available,Not Available,4.3
517,HP AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0155AU Thin and Light Laptop,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.4
518,Thomson Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) IN-N15V2C Thin and Light Lap...,"₹46,490",Not Available,Not Available,Not Available,Not Available,3.7
519,Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) A325-42 Thin and ...,"₹32,990",Not Available,Not Available,Not Available,Not Available,4.5
520,"Acer Aspire Lite with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Ho...","₹80,990",Not Available,Not Available,Not Available,Not Available,4.4
521,Acer Aspire Intel Core i5 12th Gen 12450H - (12 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and Light...,"₹52,990",Not Available,Not Available,Not Available,Not Available,4.2
522,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹53,990",Not Available,Not Available,Not Available,Not Available,4
523,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.2
524,Apple MacBook AIR Apple M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7V4HN/A,"₹41,000",Not Available,Not Available,Not Available,Not Available,4
525,MSI Thin 15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹1,04,990",Not Available,Not Available,Not Available,Not Available,4.5
526,HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,"₹39,990",Not Available,Not Available,Not Available,Not Available,4.2
527,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.3
528,MSI Modern 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-613IN T...,"₹73,990",Not Available,Not Available,Not Available,Not Available,4.1
529,Acer Aspire Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) AL15-53 Notebook,"₹36,990",Not Available,Not Available,Not Available,Not Available,4.2
530,MSI Modern 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-612IN ...,"₹38,990",Not Available,Not Available,Not Available,Not Available,4.3
531,ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK522...,"₹50,990",Not Available,Not Available,Not Available,Not Available,3.7
532,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹53,990",Not Available,Not Available,Not Available,Not Available,4.7
533,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,4.3
534,ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK523...,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.4
535,DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Lap...,"₹44,990",Not Available,Not Available,Not Available,Not Available,4
536,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹31,490",Not Available,Not Available,Not Available,Not Available,5
537,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.3
538,Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.3
539,Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹31,490",Not Available,Not Available,Not Available,Not Available,4.5
540,MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) Modern 15 B12MO-815IN Th...,"₹39,990",Not Available,Not Available,Not Available,Not Available,4.4
